id,name,short_name,description,vendor,price,sale_price,status,updated_at,created_at
878,in felis donec semper sapien a,ullamcorper purus sit amet,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,2,688,356.4209470966,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
879,mi sit amet lobortis sapien,eleifend donec ut dolor morbi,Donec semper sapien a libero. Nam dui.,5,588,536.2585767688,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
880,duis aliquam convallis,pharetra magna,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",10,914,566.4794242533,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
881,turpis enim blandit mi in porttitor pede justo,massa id,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",6,302,261.4794149404,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
882,orci luctus et ultrices posuere cubilia,aliquam lacus morbi quis tortor,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",10,581,497.3468801045,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
883,montes nascetur ridiculus mus etiam vel augue vestibulum,morbi a ipsum integer,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",3,381,287.6855330622,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
884,platea dictumst etiam faucibus cursus urna ut,in faucibus orci,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.",9,507,486.5099107191,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
885,bibendum morbi non quam nec dui luctus rutrum nulla,praesent blandit nam nulla,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",8,428,353.7348259855,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
886,quis libero nullam sit amet turpis elementum ligula vehicula,semper porta,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3,357,215.3770874811,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
887,gravida sem praesent id massa id nisl,cum,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",3,401,273.0676637727,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
888,nibh ligula nec sem,sed lacus,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3,499,278.42098929,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
889,eget elit sodales scelerisque mauris sit amet eros suspendisse,sed magna,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",10,160,119.3078952199,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
890,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,lorem,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",6,112,110.3163180876,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
891,dui luctus rutrum nulla tellus in sagittis dui,in felis,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",2,966,661.1717904869,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
892,magna bibendum imperdiet nullam orci pede,diam cras,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",3,522,265.475346544,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
893,in libero ut,neque libero convallis eget,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3,79,70.0177282022,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
894,amet consectetuer adipiscing,nulla sed,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",10,49,45.4666650639,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
895,vestibulum velit id pretium iaculis diam erat fermentum justo nec,ac diam cras,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.",6,37,34.3216442295,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
896,volutpat convallis morbi odio odio elementum eu,consequat varius integer,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",8,950,754.0205713228,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
897,aliquam non mauris morbi non lectus aliquam sit amet diam,amet justo morbi,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",7,203,173.6903104278,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
898,ipsum aliquam non mauris,iaculis congue vivamus metus,Proin eu mi.,1,845,695.5428568583,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
899,ultrices posuere cubilia curae mauris viverra diam vitae,id justo,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",9,117,82.5054931939,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
900,sapien non mi integer ac neque,viverra eget congue,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",10,337,203.3906399204,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
901,vulputate vitae nisl aenean lectus pellentesque eget nunc,vivamus in felis,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1,255,147.0873471311,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
902,pellentesque ultrices mattis odio donec vitae,dictumst maecenas ut massa quis,"Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",6,303,195.6002473005,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
903,volutpat in congue etiam justo etiam,at nunc,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.",9,500,411.6879413306,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
904,justo sit amet sapien dignissim,vivamus metus,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2,937,575.4831513427,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
905,montes nascetur ridiculus,amet erat nulla tempus,Integer a nibh.,6,336,261.4719314525,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
906,nunc commodo placerat praesent blandit nam nulla,vestibulum,Nulla justo.,5,210,133.732563476,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
907,tellus nulla ut erat id mauris vulputate,curabitur gravida nisi at nibh,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",9,644,635.7027221909,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
908,tempus vel pede morbi porttitor lorem id,mus vivamus,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.",5,8,4.9047268596,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
909,pretium nisl ut volutpat sapien,sed tristique,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.",2,622,470.3134970308,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
910,purus eu magna vulputate luctus cum,luctus ultricies eu nibh,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",2,901,889.7199600798,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
911,faucibus orci luctus et ultrices posuere cubilia curae duis,duis bibendum felis sed interdum,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5,411,379.4899789896,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
912,diam nam tristique tortor eu pede,purus aliquet at feugiat non,"Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",9,357,258.6814573117,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
913,blandit ultrices enim lorem ipsum,morbi,Donec quis orci eget orci vehicula condimentum.,4,246,175.4399542754,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
914,vel est donec odio justo,dui nec,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",7,627,404.330179257,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
915,lectus pellentesque eget,odio condimentum id luctus,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",10,465,449.4547326536,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
916,quam pede lobortis ligula sit amet eleifend pede,lobortis,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",4,196,136.922592392,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
917,mattis nibh ligula,ut,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,3,261,187.2913446082,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
918,integer ac leo pellentesque ultrices mattis,et ultrices posuere,Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus.,5,492,319.9259442086,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
919,nibh ligula nec sem duis aliquam convallis nunc proin,nunc nisl duis bibendum,Pellentesque ultrices mattis odio. Donec vitae nisi.,8,825,491.3227202237,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
920,amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,elementum ligula vehicula,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,9,220,157.651809233,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
921,nunc nisl duis bibendum,mauris sit amet eros suspendisse,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",8,65,49.9604788728,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
922,cras pellentesque volutpat,eros elementum pellentesque quisque porta,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,7,486,472.6095888835,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
923,nec dui luctus rutrum nulla tellus,volutpat sapien arcu sed,In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,1,29,26.6588775221,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
924,orci mauris lacinia sapien quis libero nullam,orci luctus et ultrices posuere,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",10,61,43.2402332205,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
925,venenatis non sodales sed tincidunt eu felis fusce posuere felis,et magnis dis,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",2,835,711.8550331572,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
926,sed lacus morbi sem,condimentum curabitur in,"Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.",8,173,106.2270807007,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
927,id massa id nisl venenatis lacinia aenean sit,non interdum in,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.",6,593,395.6148792293,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
928,ipsum ac tellus semper interdum,metus vitae ipsum aliquam,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,7,252,142.9006881651,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
929,posuere nonummy integer non velit donec,condimentum,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",6,709,379.2338294322,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
930,parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,nisl venenatis lacinia aenean,Vestibulum ac est lacinia nisi venenatis tristique.,7,124,115.0546159139,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
931,amet consectetuer adipiscing elit proin,rhoncus,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",5,187,101.3891875379,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
932,sit amet diam in magna,elit ac nulla sed vel,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",8,643,326.2210161193,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
933,diam vitae quam suspendisse potenti nullam,aliquam,Pellentesque at nulla. Suspendisse potenti.,9,862,771.1573744197,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
934,ultrices posuere cubilia curae nulla dapibus dolor,duis mattis egestas metus,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",2,366,360.5887698735,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
935,vulputate vitae nisl aenean lectus,sagittis,Pellentesque viverra pede ac diam.,2,649,484.1242528274,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
936,rhoncus dui vel,velit vivamus vel nulla eget,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",7,4,2.0408083277,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
937,rutrum ac lobortis vel dapibus at diam nam,massa,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",9,241,230.2023144666,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
938,potenti cras in purus eu magna,malesuada in imperdiet et commodo,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",2,718,638.4228402686,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
939,vitae mattis nibh ligula nec sem duis aliquam,gravida nisi at,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3,186,169.0225738942,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
940,pulvinar sed nisl nunc rhoncus dui vel sem sed,orci mauris lacinia sapien quis,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.",5,434,370.2365181582,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
941,risus praesent lectus,etiam faucibus cursus urna,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",4,694,555.6860956393,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
942,venenatis turpis enim,viverra diam,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.,6,114,87.6081190126,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
943,dapibus duis at velit eu,suscipit nulla elit,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.",4,471,243.7686689696,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
944,posuere cubilia curae nulla dapibus,at nunc commodo,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",6,660,606.2634615941,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
945,nec sem duis aliquam,orci luctus et ultrices posuere,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",5,892,619.6663337691,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
946,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,in,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",2,682,605.096359531,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
947,quis lectus suspendisse potenti in,bibendum morbi non quam nec,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.,9,875,497.2988001921,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
948,in imperdiet et commodo vulputate justo,duis ac nibh fusce,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",8,957,524.6258925897,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
949,in faucibus orci luctus et ultrices posuere cubilia curae mauris,phasellus id sapien,In congue. Etiam justo.,8,97,89.5055169188,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
950,eros suspendisse accumsan,est congue,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,5,4,3.8791270572,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
951,pellentesque viverra pede ac,felis,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",9,675,527.6164758025,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
